Taxon	SCF1	GCF2	SBFA1	NCK3	SBFB2	NCF1	SBFA3	NBFB3	GCF1	SCFBF3	CS2	GCK3	SCK3	GCF3	GCFBF1	SBFB1	GBFB2	NCFBF3	NBFA3	CS1	SCF2	NBFB2	NBFA2	NCK1	NCK2	NBFA1	NBFB1	SCF3	SCK1	NCFBF1	GCFBF2	GCK1	SBFA2	CT3	CT1	SCFBF1	GBFB3	GBFA3	CT2	CS3	SCK2	GBFA2	NCF2	GBFB1	SCFBF2	SBFB3	NCF3	NCFBF2	GBFA1	GCFBF3	GCK2
Bacteria;Acidobacteriota;Acidobacteria_Gp6;Unclassified;Unclassified;Gp6;Other	280.0	157.0	75.0	196.0	64.0	459.0	113.0	207.0	40.0	175.0	172.0	123.0	72.0	208.0	89.0	153.0	726.0	291.0	268.0	5.0	108.0	41.0	169.0	482.0	179.0	158.0	63.0	97.0	233.0	163.0	287.0	279.0	110.0	266.0	160.0	152.0	355.0	654.0	102.0	2.0	146.0	180.0	76.0	162.0	150.0	261.0	312.0	307.0	220.0	102.0	3.0
Bacteria;Acidobacteriota;Acidobacteria_Gp7;Unclassified;Unclassified;Gp7;Other	0.0	5.0	1.0	6.0	0.0	14.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	3.0	30.0	2.0	5.0	1.0	0.0	0.0	8.0	23.0	10.0	3.0	3.0	0.0	0.0	0.0	6.0	4.0	0.0	27.0	29.0	0.0	1.0	20.0	7.0	0.0	0.0	1.0	2.0	0.0	3.0	0.0	10.0	2.0	8.0	0.0	0.0
Bacteria;Acidobacteriota;Acidobacteria_Gp9;Unclassified;Unclassified;Gp9;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Aridibacter;Aridibacter_kavangonensis	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Aridibacter;Other	2.0	6.0	0.0	10.0	0.0	16.0	7.0	8.0	3.0	15.0	0.0	3.0	1.0	2.0	6.0	7.0	17.0	8.0	5.0	0.0	7.0	1.0	13.0	23.0	2.0	18.0	0.0	0.0	0.0	0.0	4.0	5.0	4.0	13.0	5.0	0.0	1.0	30.0	0.0	0.0	4.0	14.0	3.0	0.0	1.0	1.0	2.0	8.0	23.0	12.0	0.0
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Other;Other	7.0	3.0	1.0	4.0	1.0	14.0	0.0	2.0	0.0	0.0	0.0	6.0	1.0	1.0	3.0	2.0	25.0	4.0	2.0	0.0	0.0	2.0	5.0	17.0	14.0	16.0	5.0	4.0	2.0	9.0	21.0	3.0	0.0	14.0	12.0	0.0	1.0	44.0	3.0	0.0	0.0	6.0	1.0	0.0	1.0	0.0	4.0	6.0	11.0	6.0	0.0
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Stenotrophobacter;Stenotrophobacter_roseus	0.0	13.0	0.0	21.0	0.0	9.0	9.0	4.0	1.0	5.0	0.0	2.0	0.0	9.0	8.0	1.0	131.0	5.0	20.0	2.0	1.0	2.0	34.0	31.0	10.0	1.0	1.0	0.0	0.0	6.0	9.0	7.0	3.0	28.0	19.0	1.0	6.0	140.0	13.0	0.0	0.0	8.0	8.0	2.0	2.0	0.0	20.0	7.0	24.0	0.0	0.0
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Stenotrophobacter;Stenotrophobacter_terrae	2.0	11.0	0.0	4.0	1.0	10.0	1.0	3.0	1.0	17.0	0.0	7.0	0.0	10.0	0.0	6.0	99.0	4.0	13.0	0.0	2.0	0.0	12.0	13.0	2.0	8.0	0.0	0.0	2.0	0.0	6.0	7.0	1.0	5.0	2.0	0.0	6.0	54.0	2.0	0.0	0.0	5.0	0.0	2.0	1.0	1.0	14.0	8.0	11.0	2.0	0.0
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Tellurimicrobium;Tellurimicrobium_multivorans	1.0	0.0	0.0	3.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	2.0	1.0	25.0	0.0	3.0	0.0	0.0	0.0	9.0	26.0	10.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	14.0	9.0	0.0	0.0	28.0	4.0	0.0	1.0	0.0	9.0	1.0	2.0	0.0	2.0	0.0	6.0	1.0	0.0
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Other;Other;Other	0.0	0.0	0.0	3.0	0.0	26.0	0.0	14.0	6.0	8.0	0.0	3.0	0.0	4.0	6.0	0.0	55.0	5.0	6.0	0.0	1.0	0.0	10.0	29.0	14.0	4.0	1.0	0.0	0.0	0.0	14.0	3.0	2.0	5.0	2.0	0.0	2.0	167.0	2.0	0.0	0.0	17.0	3.0	0.0	0.0	1.0	7.0	13.0	34.0	8.0	0.0
Bacteria;Acidobacteriota;Holophagae;Holophagales;Holophagaceae;Geothrix;Geothrix_fermentans	0.0	0.0	21.0	0.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	10.0	12.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	157.0	0.0	0.0	9.0	79.0	0.0	0.0	0.0	0.0	5.0	0.0
Bacteria;Acidobacteriota;Other;Other;Other;Other;Other	0.0	15.0	3.0	19.0	1.0	21.0	4.0	53.0	3.0	0.0	0.0	20.0	0.0	29.0	4.0	0.0	8.0	17.0	7.0	0.0	2.0	2.0	52.0	28.0	8.0	33.0	4.0	0.0	2.0	34.0	20.0	21.0	6.0	28.0	12.0	0.0	3.0	100.0	13.0	0.0	1.0	23.0	7.0	1.0	2.0	4.0	20.0	29.0	100.0	2.0	0.0
Bacteria;Acidobacteriota;Terriglobia;Bryobacterales;Bryobacteraceae;Paludibaculum;Paludibaculum_fermentans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0
Bacteria;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;CandidatusKoribacter;CandidatusKoribacter_Koribacter	0.0	0.0	0.0	1.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	1.0	1.0	5.0	12.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0
Bacteria;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Edaphobacter;Edaphobacter_dinghuensis	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Edaphobacter;Edaphobacter_modestus	0.0	0.0	0.0	9.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	9.0	0.0	1.0	0.0	3.0	2.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	2.0	3.0	0.0	0.0	0.0	12.0	0.0	1.0	3.0	10.0	0.0	2.0	0.0	0.0	3.0	0.0
Bacteria;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Other;Other	1.0	33.0	5.0	27.0	3.0	24.0	0.0	14.0	0.0	1.0	0.0	10.0	3.0	13.0	28.0	1.0	29.0	13.0	15.0	3.0	12.0	74.0	7.0	35.0	66.0	23.0	82.0	0.0	1.0	4.0	14.0	10.0	0.0	85.0	138.0	0.0	18.0	9.0	60.0	0.0	2.0	37.0	20.0	5.0	9.0	0.0	6.0	11.0	10.0	4.0	0.0
Bacteria;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Terriglobus;Other	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Luteitalea;Luteitalea_pratensis	0.0	0.0	0.0	1.0	0.0	2.0	8.0	0.0	0.0	18.0	0.0	1.0	0.0	1.0	0.0	20.0	7.0	1.0	0.0	0.0	1.0	0.0	0.0	6.0	1.0	1.0	0.0	0.0	11.0	0.0	7.0	0.0	15.0	9.0	0.0	3.0	4.0	4.0	1.0	0.0	5.0	3.0	0.0	1.0	0.0	0.0	3.0	0.0	2.0	2.0	0.0
Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacter;Vicinamibacter_silvestris	2.0	0.0	0.0	1.0	1.0	3.0	9.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	2.0	9.0	0.0	1.0	4.0	0.0	5.0	1.0	14.0	2.0	1.0	5.0	1.0	0.0	3.0	0.0	7.0	1.0	3.0	3.0	0.0	13.0	3.0	0.0	1.0	0.0	1.0	2.0	5.0	0.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Acidiferrimicrobium;Acidiferrimicrobium_australe	0.0	2.0	0.0	8.0	0.0	2.0	0.0	3.0	1.0	0.0	0.0	4.0	0.0	4.0	3.0	0.0	5.0	2.0	2.0	0.0	0.0	20.0	2.0	14.0	6.0	3.0	14.0	0.0	0.0	0.0	10.0	1.0	0.0	35.0	29.0	0.0	5.0	4.0	10.0	0.0	0.0	9.0	1.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiales_incertae_sedis;Aciditerrimonas;Aciditerrimonas_ferrireducens	0.0	4.0	0.0	5.0	0.0	10.0	0.0	6.0	2.0	0.0	0.0	3.0	0.0	7.0	6.0	0.0	15.0	4.0	8.0	0.0	1.0	8.0	7.0	11.0	12.0	5.0	7.0	0.0	0.0	12.0	7.0	2.0	0.0	34.0	2.0	0.0	5.0	5.0	5.0	1.0	0.0	2.0	1.0	0.0	3.0	0.0	3.0	7.0	5.0	1.0	0.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Actinomarinicola;Actinomarinicola_tropica	85.0	14.0	6.0	27.0	10.0	24.0	13.0	40.0	2.0	14.0	7.0	21.0	8.0	29.0	6.0	73.0	32.0	23.0	10.0	1.0	5.0	7.0	41.0	27.0	16.0	17.0	17.0	17.0	35.0	0.0	21.0	26.0	5.0	71.0	35.0	43.0	17.0	29.0	40.0	1.0	40.0	16.0	17.0	6.0	19.0	23.0	31.0	19.0	25.0	4.0	0.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Aquihabitans;Aquihabitans_daechungensis	1.0	1.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	8.0	0.0	1.0	5.0	0.0	0.0	6.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	6.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	3.0	3.0	0.0	3.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Iamia;Iamia_majanohamensis	2.0	1.0	1.0	12.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	12.0	2.0	0.0	6.0	25.0	7.0	3.0	59.0	0.0	1.0	0.0	7.0	5.0	3.0	3.0	2.0	0.0	6.0	27.0	22.0	0.0	1.0	1.0	1.0	4.0	4.0	0.0	0.0	0.0	5.0	5.0	4.0	0.0	0.0	3.0	6.0	3.0	0.0	1.0	0.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Other;Other	20.0	40.0	3.0	51.0	5.0	26.0	14.0	52.0	4.0	8.0	0.0	58.0	7.0	31.0	25.0	21.0	91.0	29.0	66.0	3.0	3.0	17.0	126.0	67.0	22.0	38.0	20.0	2.0	12.0	41.0	36.0	30.0	14.0	37.0	31.0	5.0	80.0	23.0	23.0	1.0	17.0	47.0	46.0	8.0	9.0	6.0	45.0	38.0	24.0	6.0	0.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Rhabdothermincola;Other	13.0	16.0	8.0	17.0	22.0	43.0	6.0	25.0	9.0	11.0	0.0	21.0	12.0	23.0	6.0	16.0	23.0	35.0	21.0	2.0	6.0	10.0	20.0	29.0	9.0	11.0	7.0	1.0	9.0	0.0	49.0	26.0	8.0	39.0	21.0	12.0	35.0	43.0	15.0	0.0	25.0	20.0	14.0	13.0	20.0	22.0	16.0	33.0	20.0	8.0	1.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Rhabdothermincola;Rhabdothermincola_salaria	15.0	14.0	3.0	9.0	8.0	37.0	13.0	48.0	16.0	23.0	0.0	31.0	6.0	39.0	5.0	9.0	22.0	35.0	8.0	0.0	10.0	2.0	16.0	40.0	3.0	14.0	4.0	18.0	5.0	29.0	51.0	30.0	14.0	29.0	13.0	4.0	16.0	35.0	15.0	0.0	13.0	17.0	6.0	18.0	12.0	8.0	27.0	38.0	42.0	4.0	1.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae;Desertimonas;Desertimonas_flava	19.0	10.0	4.0	20.0	11.0	21.0	23.0	17.0	1.0	19.0	0.0	18.0	18.0	8.0	16.0	28.0	25.0	16.0	16.0	1.0	19.0	2.0	53.0	28.0	8.0	14.0	2.0	0.0	19.0	7.0	18.0	21.0	16.0	17.0	8.0	4.0	18.0	28.0	11.0	0.0	20.0	18.0	42.0	4.0	8.0	4.0	14.0	15.0	19.0	8.0	0.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae;Ilumatobacter;Ilumatobacter_fluminis	2.0	11.0	0.0	4.0	1.0	24.0	5.0	27.0	7.0	13.0	0.0	6.0	3.0	19.0	5.0	12.0	36.0	30.0	55.0	0.0	1.0	6.0	31.0	13.0	6.0	12.0	8.0	0.0	6.0	0.0	30.0	16.0	12.0	7.0	5.0	3.0	37.0	17.0	7.0	1.0	1.0	25.0	18.0	0.0	1.0	4.0	20.0	26.0	13.0	6.0	1.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae;Ilumatobacter;Other	5.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	8.0	0.0	0.0	5.0	2.0	0.0	2.0	1.0	2.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	4.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	3.0	1.0	1.0	3.0	3.0	3.0	1.0	0.0	0.0	4.0	0.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae;Other;Other	0.0	1.0	1.0	1.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	3.0	1.0	2.0	0.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Other;Other;Other	60.0	29.0	16.0	64.0	28.0	37.0	5.0	56.0	4.0	4.0	0.0	22.0	16.0	38.0	19.0	34.0	107.0	41.0	47.0	3.0	5.0	7.0	64.0	55.0	41.0	50.0	12.0	13.0	24.0	0.0	12.0	43.0	8.0	53.0	66.0	28.0	20.0	36.0	44.0	1.0	32.0	30.0	13.0	30.0	41.0	28.0	31.0	36.0	41.0	12.0	0.0
Bacteria;Actinomycetota;Actinobacteria;Acidothermales;Acidothermaceae;Acidothermus;Acidothermus_cellulolyticus	4.0	38.0	6.0	21.0	6.0	19.0	3.0	23.0	2.0	0.0	1.0	31.0	2.0	40.0	31.0	2.0	34.0	10.0	15.0	3.0	0.0	58.0	21.0	35.0	54.0	19.0	66.0	0.0	2.0	1.0	22.0	18.0	1.0	103.0	235.0	3.0	18.0	37.0	114.0	4.0	5.0	36.0	19.0	2.0	12.0	6.0	1.0	19.0	32.0	4.0	0.0
Bacteria;Actinomycetota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces_graevenitzii	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	7.0	1.0	0.0	3.0	0.0	1.0	2.0	0.0	3.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0
