Taxon	SCF1	GCF2	SBFA1	NCK3	SBFB2	NCF1	SBFA3	NBFB3	GCF1	SCFBF3	CS2	GCK3	SCK3	GCF3	GCFBF1	SBFB1	GBFB2	NCFBF3	NBFA3	CS1	SCF2	NBFB2	NBFA2	NCK1	NCK2	NBFA1	NBFB1	SCF3	SCK1	NCFBF1	GCFBF2	GCK1	SBFA2	CT3	CT1	SCFBF1	GBFB3	GBFA3	CT2	CS3	SCK2	GBFA2	NCF2	GBFB1	SCFBF2	SBFB3	NCF3	NCFBF2	GBFA1	GCFBF3	GCK2
Bacteria;Acidobacteriota;Acidobacteria_Gp21;Unclassified;Unclassified;Gp21	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0
Bacteria;Acidobacteriota;Acidobacteria_Gp25;Unclassified;Unclassified;Gp25	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Acidobacteriota;Acidobacteria_Gp3;Unclassified;Unclassified;Gp3	37.0	47.0	4.0	81.0	28.0	60.0	3.0	47.0	2.0	16.0	0.0	35.0	7.0	64.0	47.0	39.0	70.0	57.0	54.0	3.0	11.0	57.0	43.0	66.0	94.0	44.0	60.0	16.0	12.0	44.0	30.0	32.0	1.0	188.0	92.0	23.0	49.0	69.0	74.0	0.0	46.0	83.0	29.0	21.0	24.0	28.0	35.0	52.0	38.0	16.0	1.0
Bacteria;Acidobacteriota;Acidobacteria_Gp4;Unclassified;Unclassified;Gp4	1.0	11.0	0.0	9.0	1.0	7.0	0.0	12.0	5.0	0.0	0.0	3.0	1.0	20.0	3.0	2.0	5.0	28.0	5.0	1.0	0.0	4.0	4.0	15.0	6.0	6.0	10.0	0.0	0.0	46.0	1.0	10.0	0.0	8.0	10.0	1.0	1.0	12.0	11.0	0.0	0.0	4.0	2.0	2.0	0.0	3.0	11.0	21.0	3.0	1.0	0.0
Bacteria;Acidobacteriota;Acidobacteria_Gp5;Unclassified;Unclassified;Gp5	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	5.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	3.0	0.0	3.0	1.0	0.0	0.0	0.0	3.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0
Bacteria;Acidobacteriota;Acidobacteria_Gp6;Unclassified;Unclassified;Gp6	280.0	157.0	75.0	196.0	64.0	459.0	113.0	207.0	40.0	175.0	172.0	123.0	72.0	208.0	89.0	153.0	726.0	291.0	268.0	5.0	108.0	41.0	169.0	482.0	179.0	158.0	63.0	97.0	233.0	163.0	287.0	279.0	110.0	266.0	160.0	152.0	355.0	654.0	102.0	2.0	146.0	180.0	76.0	162.0	150.0	261.0	312.0	307.0	220.0	102.0	3.0
Bacteria;Acidobacteriota;Acidobacteria_Gp7;Unclassified;Unclassified;Gp7	0.0	5.0	1.0	6.0	0.0	14.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	3.0	30.0	2.0	5.0	1.0	0.0	0.0	8.0	23.0	10.0	3.0	3.0	0.0	0.0	0.0	6.0	4.0	0.0	27.0	29.0	0.0	1.0	20.0	7.0	0.0	0.0	1.0	2.0	0.0	3.0	0.0	10.0	2.0	8.0	0.0	0.0
Bacteria;Acidobacteriota;Acidobacteria_Gp9;Unclassified;Unclassified;Gp9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Aridibacter	2.0	8.0	0.0	10.0	0.0	16.0	7.0	8.0	3.0	15.0	0.0	3.0	1.0	2.0	6.0	7.0	18.0	9.0	5.0	0.0	7.0	1.0	13.0	23.0	2.0	18.0	0.0	0.0	0.0	0.0	5.0	7.0	4.0	13.0	5.0	0.0	1.0	30.0	0.0	0.0	4.0	14.0	3.0	0.0	1.0	1.0	4.0	8.0	23.0	12.0	0.0
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Other	7.0	3.0	1.0	4.0	1.0	14.0	0.0	2.0	0.0	0.0	0.0	6.0	1.0	1.0	3.0	2.0	25.0	4.0	2.0	0.0	0.0	2.0	5.0	17.0	14.0	16.0	5.0	4.0	2.0	9.0	21.0	3.0	0.0	14.0	12.0	0.0	1.0	44.0	3.0	0.0	0.0	6.0	1.0	0.0	1.0	0.0	4.0	6.0	11.0	6.0	0.0
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Stenotrophobacter	2.0	24.0	0.0	25.0	1.0	19.0	10.0	7.0	2.0	22.0	0.0	9.0	0.0	19.0	8.0	7.0	230.0	9.0	33.0	2.0	3.0	2.0	46.0	44.0	12.0	9.0	1.0	0.0	2.0	6.0	15.0	14.0	4.0	33.0	21.0	1.0	12.0	194.0	15.0	0.0	0.0	13.0	8.0	4.0	3.0	1.0	34.0	15.0	35.0	2.0	0.0
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Tellurimicrobium	1.0	0.0	0.0	3.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	2.0	1.0	25.0	0.0	3.0	0.0	0.0	0.0	9.0	26.0	10.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	14.0	9.0	0.0	0.0	28.0	4.0	0.0	1.0	0.0	9.0	1.0	2.0	0.0	2.0	0.0	6.0	1.0	0.0
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Other;Other	0.0	0.0	0.0	3.0	0.0	26.0	0.0	14.0	6.0	8.0	0.0	3.0	0.0	4.0	6.0	0.0	55.0	5.0	6.0	0.0	1.0	0.0	10.0	29.0	14.0	4.0	1.0	0.0	0.0	0.0	14.0	3.0	2.0	5.0	2.0	0.0	2.0	167.0	2.0	0.0	0.0	17.0	3.0	0.0	0.0	1.0	7.0	13.0	34.0	8.0	0.0
Bacteria;Acidobacteriota;Holophagae;Holophagales;Holophagaceae;Geothrix	0.0	0.0	21.0	0.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	10.0	12.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	157.0	0.0	0.0	9.0	79.0	0.0	0.0	0.0	0.0	5.0	0.0
Bacteria;Acidobacteriota;Other;Other;Other;Other	0.0	15.0	3.0	19.0	1.0	21.0	4.0	53.0	3.0	0.0	0.0	20.0	0.0	29.0	4.0	0.0	8.0	17.0	7.0	0.0	2.0	2.0	52.0	28.0	8.0	33.0	4.0	0.0	2.0	34.0	20.0	21.0	6.0	28.0	12.0	0.0	3.0	100.0	13.0	0.0	1.0	23.0	7.0	1.0	2.0	4.0	20.0	29.0	100.0	2.0	0.0
Bacteria;Acidobacteriota;Terriglobia;Bryobacterales;Bryobacteraceae;Paludibaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0
Bacteria;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;CandidatusKoribacter	0.0	0.0	0.0	1.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	1.0	1.0	5.0	12.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0
Bacteria;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Edaphobacter	0.0	0.0	0.0	9.0	12.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	3.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	11.0	2.0	1.0	0.0	3.0	2.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	12.0	3.0	2.0	4.0	0.0	0.0	0.0	12.0	1.0	4.0	3.0	11.0	0.0	2.0	0.0	0.0	3.0	0.0
Bacteria;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Other	1.0	33.0	5.0	27.0	3.0	24.0	0.0	14.0	0.0	1.0	0.0	10.0	3.0	13.0	28.0	1.0	29.0	13.0	15.0	3.0	12.0	74.0	7.0	35.0	66.0	23.0	82.0	0.0	1.0	4.0	14.0	10.0	0.0	85.0	138.0	0.0	18.0	9.0	60.0	0.0	2.0	37.0	20.0	5.0	9.0	0.0	6.0	11.0	10.0	4.0	0.0
Bacteria;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Terriglobus	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Luteitalea	0.0	0.0	0.0	1.0	0.0	2.0	8.0	0.0	0.0	18.0	0.0	1.0	0.0	1.0	0.0	20.0	7.0	1.0	0.0	0.0	1.0	0.0	0.0	6.0	1.0	1.0	0.0	0.0	11.0	0.0	7.0	0.0	15.0	9.0	0.0	3.0	4.0	4.0	1.0	0.0	5.0	3.0	0.0	1.0	0.0	0.0	3.0	0.0	2.0	2.0	0.0
Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacter	2.0	0.0	0.0	1.0	1.0	3.0	9.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	2.0	9.0	0.0	1.0	4.0	0.0	5.0	1.0	14.0	2.0	1.0	5.0	1.0	0.0	3.0	0.0	7.0	1.0	3.0	3.0	0.0	13.0	3.0	0.0	1.0	0.0	1.0	2.0	5.0	0.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Acidiferrimicrobium	0.0	2.0	0.0	8.0	0.0	2.0	0.0	3.0	1.0	0.0	0.0	4.0	0.0	4.0	3.0	0.0	5.0	2.0	2.0	0.0	0.0	20.0	2.0	14.0	6.0	3.0	14.0	0.0	0.0	0.0	10.0	1.0	0.0	35.0	29.0	0.0	5.0	4.0	10.0	0.0	0.0	9.0	1.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiales_incertae_sedis;Aciditerrimonas	0.0	4.0	0.0	5.0	0.0	10.0	0.0	6.0	2.0	0.0	0.0	3.0	0.0	7.0	6.0	0.0	15.0	4.0	8.0	0.0	1.0	8.0	7.0	11.0	12.0	5.0	7.0	0.0	0.0	12.0	7.0	2.0	0.0	34.0	2.0	0.0	5.0	5.0	5.0	1.0	0.0	2.0	1.0	0.0	3.0	0.0	3.0	7.0	5.0	1.0	0.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Actinomarinicola	85.0	14.0	6.0	27.0	10.0	24.0	13.0	40.0	2.0	14.0	7.0	21.0	8.0	29.0	6.0	73.0	32.0	23.0	10.0	1.0	5.0	7.0	41.0	27.0	16.0	17.0	17.0	17.0	35.0	0.0	21.0	26.0	5.0	71.0	35.0	43.0	17.0	29.0	40.0	1.0	40.0	16.0	17.0	6.0	19.0	23.0	31.0	19.0	25.0	4.0	0.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Aquihabitans	1.0	1.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	8.0	0.0	1.0	5.0	0.0	0.0	6.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	6.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	3.0	3.0	0.0	3.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Iamia	2.0	1.0	1.0	12.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	12.0	2.0	0.0	6.0	25.0	7.0	3.0	59.0	0.0	1.0	0.0	7.0	5.0	3.0	3.0	2.0	0.0	6.0	27.0	22.0	0.0	1.0	1.0	1.0	4.0	4.0	0.0	0.0	0.0	5.0	5.0	4.0	0.0	0.0	3.0	6.0	3.0	0.0	1.0	0.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Other	20.0	40.0	3.0	51.0	5.0	26.0	14.0	52.0	4.0	8.0	0.0	58.0	7.0	31.0	25.0	21.0	91.0	29.0	66.0	3.0	3.0	17.0	126.0	67.0	22.0	38.0	20.0	2.0	12.0	41.0	36.0	30.0	14.0	37.0	31.0	5.0	80.0	23.0	23.0	1.0	17.0	47.0	46.0	8.0	9.0	6.0	45.0	38.0	24.0	6.0	0.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Rhabdothermincola	28.0	30.0	11.0	26.0	30.0	80.0	19.0	73.0	25.0	34.0	0.0	52.0	18.0	62.0	11.0	25.0	45.0	70.0	29.0	2.0	16.0	12.0	36.0	69.0	12.0	25.0	11.0	19.0	14.0	29.0	100.0	56.0	22.0	68.0	34.0	16.0	51.0	78.0	30.0	0.0	38.0	37.0	20.0	31.0	32.0	30.0	43.0	71.0	62.0	12.0	2.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae;Desertimonas	19.0	10.0	4.0	20.0	11.0	21.0	23.0	17.0	1.0	19.0	0.0	18.0	18.0	8.0	16.0	28.0	25.0	16.0	16.0	1.0	19.0	2.0	53.0	28.0	8.0	14.0	2.0	0.0	19.0	7.0	18.0	21.0	16.0	17.0	8.0	4.0	18.0	28.0	11.0	0.0	20.0	18.0	42.0	4.0	8.0	4.0	14.0	15.0	19.0	8.0	0.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae;Ilumatobacter	7.0	11.0	0.0	5.0	1.0	25.0	6.0	27.0	7.0	21.0	0.0	6.0	8.0	21.0	5.0	14.0	37.0	32.0	55.0	0.0	2.0	6.0	33.0	15.0	6.0	13.0	8.0	0.0	10.0	0.0	34.0	17.0	13.0	8.0	6.0	4.0	38.0	18.0	7.0	1.0	4.0	26.0	19.0	3.0	4.0	7.0	21.0	26.0	13.0	10.0	1.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae;Other	0.0	1.0	1.0	1.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	3.0	1.0	2.0	0.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Other;Other	60.0	29.0	16.0	64.0	28.0	37.0	5.0	56.0	4.0	4.0	0.0	22.0	16.0	38.0	19.0	34.0	107.0	41.0	47.0	3.0	5.0	7.0	64.0	55.0	41.0	50.0	12.0	13.0	24.0	0.0	12.0	43.0	8.0	53.0	66.0	28.0	20.0	36.0	44.0	1.0	32.0	30.0	13.0	30.0	41.0	28.0	31.0	36.0	41.0	12.0	0.0
Bacteria;Actinomycetota;Actinobacteria;Acidothermales;Acidothermaceae;Acidothermus	4.0	38.0	6.0	21.0	6.0	19.0	3.0	23.0	2.0	0.0	1.0	31.0	2.0	40.0	31.0	2.0	34.0	10.0	15.0	3.0	0.0	58.0	21.0	35.0	54.0	19.0	66.0	0.0	2.0	1.0	22.0	18.0	1.0	103.0	235.0	3.0	18.0	37.0	114.0	4.0	5.0	36.0	19.0	2.0	12.0	6.0	1.0	19.0	32.0	4.0	0.0
Bacteria;Actinomycetota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	5.0	4.0	1.0	0.0	0.0	8.0	1.0	3.0	12.0	0.0	1.0	3.0	0.0	3.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	9.0	0.0	2.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinobacteria;Actinomycetales;Actinomycetaceae;Mobiluncus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinobacteria;Actinomycetales;Actinomycetaceae;Other	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinobacteria;Actinomycetales;Actinomycetaceae;Schaalia	0.0	6.0	3.0	0.0	0.0	0.0	2.0	10.0	7.0	5.0	15.0	4.0	0.0	4.0	1.0	0.0	0.0	8.0	8.0	1.0	0.0	7.0	8.0	0.0	0.0	0.0	6.0	7.0	1.0	12.0	1.0	6.0	7.0	1.0	2.0	4.0	1.0	1.0	2.0	8.0	1.0	5.0	0.0	0.0	3.0	11.0	0.0	16.0	2.0	0.0	5.0
Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Alloscardovia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	29.0	133.0	50.0	46.0	47.0	131.0	56.0	139.0	66.0	51.0	37.0	47.0	62.0	52.0	125.0	34.0	71.0	46.0	87.0	38.0	31.0	60.0	48.0	90.0	56.0	69.0	59.0	55.0	83.0	81.0	69.0	32.0	50.0	43.0	50.0	35.0	57.0	71.0	49.0	53.0	24.0	64.0	59.0	118.0	34.0	34.0	63.0	51.0	57.0	72.0	125.0
Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Gardnerella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Scardovia	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
